course_code,subject,course_number,course_name,credits,description,prerequisites,credit_restrictions,gen_ed,total_students,total_sections,overall_gpa
ATMS 302,ATMS,302,Atmospheric Dynamics I,3 Hours,"Introduction to fundamental dynamical processes in the atmosphere through a descriptive and quantitative analysis of dynamical meteorology at the synoptic and global scale. Covers basic laws of fluid mechanics as applied to the atmospheric sciences, vorticity and circulation in 2-D and 3-D flows, boundary layer dynamics and friction, basic concepts of geophysical waves, and baroclinic instability. These topics will be covered both descriptively and mathematically with emphasis on computer representation of the fundamental processes governing atmospheric motion and application of theory to real-world examples. Same as PHYS 329. Prerequisite: ATMS 201, MATH 241 and PHYS 211.","Prerequisite: ATMS 201, MATH 241 and PHYS 211.",,,,,
ATMS 303,ATMS,303,Synoptic-Dynamic Wea Analysis,4 Hours,"Conceptualizes the structure and dynamics of the atmosphere through interpretation and analysis of weather charts, time and cross sections, soundings, and forecast products. Students develop case studies of weather system structure, and participate in discussions of weather processes as depicted by weather maps. Depiction of atmospheric kinematic and dynamic processes on weather charts is emphasized. Students learn conceptual models of the structure of mid-latitude cyclones and convective weather systems, including cyclogenesis, frontogenesis, the process of storm intensification, occlusion and frontolysis. Prerequisite: ATMS 201 and credit or concurrent registration in MATH 241.",Prerequisite: ATMS 201 and credit or concurrent registration in MATH 241.,,,,,
ATMS 304,ATMS,304,Radiative Transfer-Remote Sens,3 Hours,"Introduction to the laws governing the propagation of electromagnetic radiation in the Earth's atmosphere. Topics include absorption, emission, and scattering of radiation, absorption and scattering properties of atmospheric constituents, the Sun as a source of radiation, the radiative transfer equation, and simple radiative balance models. Emphasis will be placed on the role of radiation in weather and climate, the description of atmospheric optical phenomena, and the application to remote sensing. Prerequisite: MATH 241 and PHYS 212.",Prerequisite: MATH 241 and PHYS 212.,,,,,
ATMS 305,ATMS,305,Computing and Data Analysis,3 Hours,"Introduction to the statistical treatment and graphical representation of atmospheric sciences data, both in the space and time domain. Emphasis is placed on applications and real-world examples. Discusses relevant statistics, methods of interpolation and least squares, and linear and nonlinear correlations. Students gain experience using Python for data analysis, develop theoretical skills for analyzing and modeling data, and perform virtual experiments and analyze real-world publicly available data sets. Prerequisite: MATH 241 or consent of instructor.",Prerequisite: MATH 241 or consent of instructor.,,,,,
ATMS 306,ATMS,306,Cloud Physics,3 Hours,"Develops an understanding of microphysical processes occurring within clouds through use of in-situ observations, modeling, and theoretical studies; topics covered include nucleation, diffusional growth of water and ice particles, the warm rain process, the cold rain process (including riming, aggregation, graupel and hail), weather modification, and an introduction to radar meteorology. Prerequisite: ATMS 301, or consent of instructor.","Prerequisite: ATMS 301, or consent of instructor.",,,,,
ATMS 307,ATMS,307,Climate Processes,3 Hours,"Introduces students to Earth's climates and the processes that determine them. Examines factors that control natural climate change over long and short time scales, processes by which humans impact climate and climate change, methods to predict climate change, and climate change response by policymakers. Prerequisite: ATMS 201.",Prerequisite: ATMS 201.,,,,,
ATMS 312,ATMS,312,Atmospheric Dynamics II,3 Hours,"Rigorous examination of the dynamical nature of various manifestations of the atmospheric circulation. Topics include the intrinsic effects of earth's rotation and stratification, vorticity and potential vorticity dynamics, various forms of boundary layer, wave dynamics (gravity waves and Rossby waves), geostrophic adjustment, cyclogenesis, frontogenesis and a potpourri of instability theories. Same as PHYS 330. Prerequisite: ATMS 301, ATMS 302.","Prerequisite: ATMS 301, ATMS 302.",,,,,
ATMS 313,ATMS,313,Synoptic Weather Forecasting,4 Hours,"Examines the tools and techniques of weather forecasting, with heavy emphasis on actual forecasting. Numerical models used to forecast weather are reviewed and compared. Forecasting using numerical, statistical and probabilistic forecasting techniques is studied. Forecasts of significant winter weather, convection, floods and other weather hazards are emphasized. Students learn the process behind Severe Weather Watches and Warnings, Quantitative Precipitation Forecasts, precipitation type forecasts, flood forecasts and forecasts of other significant weather. Prerequisite: ATMS 303 or consent of instructor.",Prerequisite: ATMS 303 or consent of instructor.,,,,,
ATMS 314,ATMS,314,Mesoscale Dynamics,3 Hours,"Examination of the structure and dynamics of weather systems that occur on the mesoscale. The course first reviews what is meant by ""mesoscale"". Examines the structure and dynamics of both free and forced mesoscale circulations. Free circulations are those internal to the atmosphere, such as thunderstorms, mesoscale convective systems, squall lines, hurricanes, jet streaks, and fronts. Forced circulations are those tied to features external to the atmosphere, such as shorelines (the sea breeze), lakes (lake effect storms), and mountains. Prerequisite: ATMS 301, ATMS 302, ATMS 303, or consent of instructor.","Prerequisite: ATMS 301, ATMS 302, ATMS 303, or consent of instructor.",,,,,
ATMS 315,ATMS,315,Meteorological Instrumentation,3 Hours,"A survey of the meteorological instrumentation used to document and investigate weather and climate. Students will gain hands-on experience with a variety of instrumentation integrated with the data analysis techniques and scientific communication formats used professionally within the field of atmospheric sciences. The focus is to explore modern methods of weather observation used in research, governmental, and industrial settings while training each student to gather, assess, interpret and communicate weather data. Students will gain hands-on experience with a variety of instrumentation integrated with data analysis techniques and intensive scientific writing exercises. Each writing exercise has been designed to teach the variety of writing techniques employed in Atmospheric Sciences. Prerequisite: ATMS 201. Concurrent enrollment in ATMS 305 is encouraged. Restricted to Atmospheric Sciences Majors. Additional seats may be available for Atmospheric Sciences Minors.",Prerequisite: ATMS 201.,,Advanced Composition,,,
ATMS 322,ATMS,322,Soc Impacts Weather & Climate,3 Hours,Same as ENSU 301. See ENSU 301.,,,,,,
ATMS 323,ATMS,323,Air Pollution to Global Change,3 Hours,Same as ENSU 302. See ENSU 302.,,,,,,
ATMS 324,ATMS,324,Field Studies of Convection,2 Hours,"Students learn to recognize the structural features characteristic of supercellular convection, organized mesoscale convective systems, frontal squall lines, and ordinary thunderstorms, and to relate these structures to theory and conceptual models. Students forecast atmospheric convection, providing daily meteorological forecast discussions and analysis of current and future weather conditions. This course includes a mandatory 12-14 day field trip. Additional fees may apply. See Class Schedule. Approved for S/U grading only. May be repeated in separate terms to a maximum of 6 hours. Prerequisite: ATMS 201. ATMS Majors or Minors only with consent of instructor.",Prerequisite: ATMS 201.,,,,,
ATMS 325,ATMS,325,Advanced Computational Methods,3 Hours,"Preparation for advanced computational work, building directly upon the skills acquired in ATMS 305 or equivalent. Sophisticated techniques for handling, analyzing, and modeling complex weather and climate datasets are presented. The course emphasizes practical application, covering advanced data manipulation of domain-specific, multi-dimensional datasets (e.g., climate reanalysis and simulations), relevant machine learning methods (e.g., regression and dimensionality reduction), foundational GPU computational tools (e.g., PyTorch), and AI-driven weather-climate forecasting. Prerequisite: ATMS 305 or consent of the instructor.",Prerequisite: ATMS 305 or consent of the instructor.,,,,,
ATMS 371,ATMS,371,Professional Development for Atmospheric Sciences Undergraduates,0 Hours,Provides upper class atmospheric science students with information and resources needed to be successful in their future careers. Explores opportunities for undergraduate research and potential career paths in different public and private job sectors. Creation of resumes for competitive internships and applications to graduate school. Approved for S/U grading only. Prerequisite: Restricted to Atmospheric Sciences major/minors with at least junior standing.,Prerequisite: Restricted to Atmospheric Sciences major/minors with at least junior standing.,,,,,
ATMS 380,ATMS,380,Introduction to Broadcast Meteorology,3 Hours,"Weather and forecasting principles are applied in how to make weather forecasts on a range of media platforms. Activities include producing web forecasts to building graphics to presenting a full weather broadcast using a green screen, producing clips for a resume tape, and learning how to present sensitive weather material to the public with appropriate tone. Prerequisite: ATMS 303. Restricted to Atmospheric Science major/minors with junior standing or higher.",Prerequisite: ATMS 303.,,,,,
ATMS 390,ATMS,390,Internship in Atmospheric Sciences,1 to 4 Hours,"Facilitates participation of students in unpaid, part-time internships in the atmospheric sciences. The tasks performed as part of the internships will vary depending on the student and host, but will allow the students to: apply concepts from atmospheric sciences coursework to real problems, develop a familiarity with tools and methods used by practicing atmospheric scientists, practice communicating technical information, and gain experience in multi-tasking and time management. Approved for S/U grading only. May be repeated to a maximum of 8 hours in separate terms. Prerequisite: Restricted to Majors and Minors Only.",Prerequisite: Restricted to Majors and Minors Only.,,,,,
ATMS 391,ATMS,391,Topics in Atmospheric Sciences,1 to 3 Hours,Special topics in atmospheric sciences at the undergraduate level. See Class Schedule for topics and prerequisites. Additional fees may apply. See Class Schedule. Approved for Letter and S/U grading. May be repeated in the same or separate terms to a maximum of 12 hours if topics vary. Prerequisite: ATMS 201. Consent of Instructor.,Prerequisite: ATMS 201.,,,,,
ATMS 402,ATMS,402,Applied Meteorology and Climate Services,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","With the ongoing climate change, students, the public, and the private sector have developed a keen interest in the intersection of meteorology, climate science, and service-oriented applications. This course will introduce the science and technology foundation that contributes the real-world decision-making, and delve into the diverse arenas where weather and climate information play a pivotal role, including agriculture, (renewable) energy, transportation, disaster responses, and public health. 3 undergraduate hours. 4 graduate hours. Prerequisite: ATMS 301, ATMS 302, and ATMS 305 for undergraduate students; or Graduate standing.","Prerequisite: ATMS 301, ATMS 302, and ATMS 305 for undergraduate students; or Graduate standing.",,,,,
ATMS 404,ATMS,404,Risk Analysis in Earth Science,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Introduction to concepts and methods of quantitative risk analysis in the Earth system. Key concepts will include probability, impacts, risk, uncertainty, statistical estimation, and decision making. Students will use simple risk analysis methods to apply these concepts to example problems related to drought, flooding, weather extremes, and anthropogenic climate change. The students will learn the R programming language for statistical computing, which will be used to integrate concepts and methods using observational data sets and model output. Same as GEOL 485. 3 undergraduate hours. 4 graduate hours. Prerequisite: MATH 241 or consent of instructor.",Prerequisite: MATH 241 or consent of instructor.,,,,,
ATMS 405,ATMS,405,Boundary Layer Processes,"4 Hours
4 undergraduate hours. 4 graduate hours.","Course will qualitatively and quantitatively describe atmospheric boundary layer characteristics and processes. The course will focus on the turbulent structure of the boundary layer and the factors that influence this structure over a variety of surfaces (e.g., soil, vegetation, marine) and under a variety of atmospheric conditions (e.g., stability, diurnal/nocturnal). This atmospheric layer is important to our daily lives because it is where humans live and it connects the small-scale fluxes of energy and mass to the large-scale atmospheric circulation. 4 undergraduate hours. 4 graduate hours. Prerequisite: ATMS 301, ATMS 302, and ATMS 304; MATH 285; or consent of instructor.","Prerequisite: ATMS 301, ATMS 302, and ATMS 304; MATH 285; or consent of instructor.",,,,,
ATMS 406,ATMS,406,Tropical Meteorology,"4 Hours
4 undergraduate hours. 4 graduate hours.","Covers the mesoscale, synoptic scale and planetary scale motions in the tropical circulation. Emphasis will be on delineating the unique characteristics of tropical dynamics. Topics include Hadley circulation, Walker circulation, Madden-Julian oscillation, monsoons, easterly waves, equatorial waves, hurricanes, the quasi-biennial oscillation, El Nino and the Southern Oscillation. 4 undergraduate hours. 4 graduate hours. Prerequisite: ATMS 301 and ATMS 302 and MATH 285; or consent of instructor.",Prerequisite: ATMS 301 and ATMS 302 and MATH 285; or consent of instructor.,,,,,
ATMS 407,ATMS,407,Arctic Meteorology,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","The Arctic is of considerable interest in recent years due to its rapid warming and the associated changes in its cryosphere, which have profound impacts on the environment, ecosystems, and human lives. Topics include the fundamental physical, dynamical and synoptic processes that govern the unique weather and climate in the Arctic, the interactions between the Arctic and the rest of the global climate system, paleoclimate, and the future projection of the Arctic climate. 3 undergraduate hours. 4 graduate hours. Prerequisite: ATMS 301, ATMS 302, and ATMS 305 for undergraduate students; or graduate standing.","Prerequisite: ATMS 301, ATMS 302, and ATMS 305 for undergraduate students; or graduate standing.",,,,,
ATMS 410,ATMS,410,Radar Remote Sensing,"4 Hours
4 undergraduate hours. 4 graduate hours.","Basic principles of radar and references to other ground based remote sensing systems, with emphasis on radar. Discusses principles of conventional and Doppler radar, data processing, and use of Doppler radar in meteorology. Emphasizes radar observations of meteorological phenomena, such as severe thunderstorms and wind shear. Students analyze data from national radar facilities. 4 undergraduate hours. 4 graduate hours. Prerequisite: ATMS 201 and MATH 231 and credit or concurrent registration in MATH 241; or consent of instructor.",Prerequisite: ATMS 201 and MATH 231 and credit or concurrent registration in MATH 241; or consent of instructor.,,,,,
ATMS 411,ATMS,411,Satellite Remote Sensing,"4 Hours
4 undergraduate hours. 4 graduate hours.","Review of the basic techniques used in satellite remote sensing of the Earth's surface and atmosphere, as well as other planets in our solar system. Topics include radiative transfer, scattering and absorption processes, the Sun, mathematics of inversion, atmospheric properties and constituents, surface properties, precipitation, radiation budgets, image classification, satellite technology and orbital configurations. Laboratory work on radiative transfer modeling and satellite data analysis emphasized. All students participate in a team project that has novel and practical applications. 4 undergraduate hours. 4 graduate hours. Prerequisite: MATH 285 and PHYS 212.",Prerequisite: MATH 285 and PHYS 212.,,,,,
ATMS 413,ATMS,413,Advanced Weather Forecasting,"4 Hours
4 undergraduate hours. 4 graduate hours.","Investigation and application of advanced synoptic and mesoscale forecasting techniques. Topics include tropical cyclone forecasting, severe weather forecasting, aviation, fog, and visibility forecasting, marine forecasting, fire weather, long-range and seasonal forecasting, and other topics as determined by the prevailing weather patterns. Physical parameterization schemes used in numerical weather prediction models are also discussed. Emphasis is placed on the proper and clear communication of weather forecasts to the intended audience. 4 undergraduate hours. 4 graduate hours. Prerequisite: ATMS 313, or graduate standing.","Prerequisite: ATMS 313, or graduate standing.",,,,,
ATMS 417,ATMS,417,Climate Change Economics and Policy,3 or 4 Hours,Same as ACE 417. See ACE 417.,,,,,,
ATMS 420,ATMS,420,Atmospheric Chemistry,"4 Hours
4 undergraduate hours. 4 graduate hours.","Biochemical cycles of atmospheric trace gases, their interactions on global and regional scales, and their significance for the chemistry in the atmosphere. Important fundamental concepts central to understanding air pollutants, e.g., the formation of aerosols and the transformation and removal of species in the atmosphere. Same as CEE 447. 4 undergraduate hours. 4 graduate hours. Prerequisite: CHEM 102, PHYS 211, and MATH 241.","Prerequisite: CHEM 102, PHYS 211, and MATH 241.",,,,,
ATMS 421,ATMS,421,Earth Systems Modeling,"4 Hours
4 undergraduate hours. 4 graduate hours.","Introduces the fundamentals of python programming as applied to numerical modeling within the earth and environmental sciences. Students will identify key processes and relationships in systems, represent these elements numerically, use models to predict system behavior, and assess the validity of the model predictions. Previous models developed include Eulerian representations of global energy balance, glaciation, population, and a Lagrangian volcanic plume model. No computing background is required, but a prior course on integral calculus is strongly recommended. Same as ESE 421, GEOL 481, GGIS 421, and NRES 422. 4 undergraduate hours. 4 graduate hours. Prerequisite: Junior, senior, or graduate standing in a natural science, geography, natural resources and environmental studies, or engineering. No Computing background is required, but prior course on integral calculus is strongly recommended.","Prerequisite: Junior, senior, or graduate standing in a natural science, geography, natural resources and environmental studies, or engineering.",,,,,
ATMS 423,ATMS,423,Weather and Climate Hazard Risk Communication,"4 Hours
4 undergraduate hours. 4 graduate hours.","Explores many facets of risk communication in weather and climate-related contexts. Topics include examination of literature regarding how scientific information from the weather and climate enterprise fits into decision-making processes and planning for mitigating weather and climate-related hazards. Addresses many considerations scientists must consider to effectively message to stakeholders for these events, from emergency managers to community leaders to public and private entities. Assignments include project-based meteorological and climatological analysis with communication analysis, and opportunities for practical application. 4 undergraduate hours. 4 graduate hours. Prerequisite: ATMS 201 or ATMS 202; or consent of instructor. Restricted to students with junior, senior or graduate standing.",Prerequisite: ATMS 201 or ATMS 202; or consent of instructor.,,,,,
ATMS 424,ATMS,424,Atmospheric Convection,"4 Hours
4 undergraduate hours. 4 graduate hours.","Qualitative and quantitative examination of atmospheric convection on a variety of scales. Topics covered include buoyancy, dry convection, boundary layer convection, cumulus clouds and entrainment, and different morphologies of thunderstorms, including tropical convection, single-cell convection, multicellular convection, mesoscale convective systems, supercellular convection, and tornadoes. 4 undergraduate hours. 4 graduate hours. Prerequisite: ATMS 301 and ATMS 302, or Graduate Standing.","Prerequisite: ATMS 301 and ATMS 302, or Graduate Standing.",,,,,
ATMS 446,ATMS,446,Climate & Social Vulnerability,3 or 4 Hours,Same as GGIS 496 and SOC 451. See GGIS 496.,,,,,,
ATMS 447,ATMS,447,Climate Change Assessment,"3 Hours
3 undergraduate hours. 3 graduate hours.","Provides students with first-hand experience with computer models used to study climate change and permits them to test hypotheses, develop scenarios, learn about the implications of various structures of the modeled system, and evaluate the climatic impacts of anthropogenic emissions. Students perform calculations and produce model scenarios using a web interface to our Integrated Science Assessment Model (ISAM). 3 undergraduate hours. 3 graduate hours.",,,,,,
ATMS 449,ATMS,449,Biogeochemical Cycles,"4 Hours
4 undergraduate hours. 4 graduate hours.","Presents the key physical, biological, and chemical concepts of biogeochemical cycles central to understanding the causes of global changes in climate and air quality, focusing on an atmospheric sciences view of these cycles and their influences. 4 undergraduate hours. 4 graduate hours. Prerequisite: Consent of instructor.",Prerequisite: Consent of instructor.,,,,,
ATMS 490,ATMS,490,Individual Study,"1 to 4 Hours
1 to 4 undergraduate hours. No graduate credit.",Individual study or reading at an advanced undergraduate level in a subject not covered in normal course offerings or undergraduate research performed under faculty supervision. 1 to 4 undergraduate hours. No graduate credit. May be repeated to a maximum of 8 hours. Prerequisite: Consent of advisor and faculty member supervising work.,Prerequisite: Consent of advisor and faculty member supervising work.,No graduate credit.,,,,
ATMS 491,ATMS,491,Adv Topics in Atmospheric Sci,"2 to 4 Hours
2 to 4 undergraduate hours. 2 to 4 graduate hours.",Special topics in atmospheric sciences. See Class Schedule for topics and prerequisites. 2 to 4 undergraduate hours. 2 to 4 graduate hours. May be repeated in the same or separate terms as topic varies to a maximum of 12 hours.,,,,,,
ATMS 492,ATMS,492,Capstone Undergraduate Research,"4 Hours
4 undergraduate hours. No graduate credit.","All senior Atmospheric Sciences undergraduate majors have the opportunity to take a Capstone Undergraduate Research experience. Students will be engaged in an atmospheric science research project with an ATMS faculty supervisor. 4 undergraduate hours. No graduate credit. May be repeated to a maximum of 8 undergraduate hours. Prerequisite: Restricted to students with senior standing in Atmospheric Sciences, or permission of ATMS faculty supervisor.","Prerequisite: Restricted to students with senior standing in Atmospheric Sciences, or permission of ATMS faculty supervisor.",No graduate credit.,,,,
ATMS 500,ATMS,500,Dynamic Meteorology,4 Hours,"Examines the observed behavior of the atmosphere through the application of physical and hydrodynamical principles to analyses of real meteorological data; develops concepts for studying atmospheric circulations, particularly extratropical cyclones and anticyclones. Laboratory work includes the development of diagnostic techniques suitable for a better understanding of the current weather. Prerequisite: Restricted to graduate standing or consent of instructor.",Prerequisite: Restricted to graduate standing or consent of instructor.,,,,,
ATMS 502,ATMS,502,Numerical Fluid Dynamics,4 Hours,"Addresses numerical techniques for solving linear and nonlinear differential equations in initial value fluid flow problems. Students receive a thorough background in the principles used to evaluate numerical methods, the ability to critically interpret these methods as presented in the literature, and in particular, the practical application of these techniques in modeling multi-dimensional flow on high-performance computers. Temporal and directional splitting, finite differencing/volume methods, and adaptive nesting will be discussed. Same as CSE 566. Prerequisite: MATH 285 or equivalent. Graduate Standing or Consent of Instructor.",Prerequisite: MATH 285 or equivalent.,,,,,
ATMS 505,ATMS,505,Weather Systems,4 Hours,"Examination of the structure and dynamics of mid-latitude weather systems, integrating weather observations, with the current state of dynamic theory, numerical weather prediction models, and the physical principles of atmospheric thermodynamics, cloud and precipitation physics, and radiation to the problems of weather analysis and forecasting. Students will be required to give weather forecast briefings to develop an understanding of the weather forecasting process, and gain experience in communicating weather forecasts. Prerequisite: Graduate standing or consent of instructor.",Prerequisite: Graduate standing or consent of instructor.,,,,,
ATMS 507,ATMS,507,Climate Dynamics,4 Hours,"Investigates the dynamical and physical processes that govern Earth's paleo, current, and future climates. Emphasizes principles of climate change, natural and anthropogenic, and regional, national, and global. Global climate models and their predictions are examined in the context of scenarios for future population growth and energy consumption. Prerequisite: Graduate standing or consent of instructor.",Prerequisite: Graduate standing or consent of instructor.,,,,,
ATMS 510,ATMS,510,Precipitation Physics,4 Hours,"Develops an understanding of precipitation processes through cloud observations, microphysics, dynamics, and comprehensive theoretical models; includes growth by condensation, coalescence, and riming; and studies ice crystals, hail, and weather modification. Prerequisite: Restricted to graduate standing.",Prerequisite: Restricted to graduate standing.,,,,,
ATMS 511,ATMS,511,Atmospheric Radiation,4 Hours,"Reviews the physics governing the propagation of electromagnetic radiation in the Earth system. Emphasis is placed on modern numerical techniques to solve radiative transfer problems, including those found in the study of remote sensing, weather and climate. Students gain hands-on experience in using these techniques in solving radiative transfer problems encountered in the atmospheric sciences through term projects of their choosing and those of their peers. Prerequisite: Graduate Standing in Atmospheric Sciences or consent of instructor. Restricted to Graduate Standing in Atmospheric Sciences.",Prerequisite: Graduate Standing in Atmospheric Sciences or consent of instructor.,,,,,
ATMS 512,ATMS,512,Clouds and Climate,4 Hours,"An examination of the role of clouds in the climate system, including aerosols and aerosol cloud interactions, direct, semi-direct and indirect aerosol effects, in-situ measurements of clouds, properties of liquid and ice clouds, precipitation mechanisms and representation in models, scattering by cloud particles and model representations, remote sensing of cloud properties, and representation of clouds in climate models. Prerequisite: Restricted to Graduate standing or consent of instructor.",Prerequisite: Restricted to Graduate standing or consent of instructor.,,,,,
ATMS 514,ATMS,514,Dynamics of Convective Clouds and Storms,4 Hours,"Describes the initiation, subsequent organization, and then morphology of deep convective clouds and storms. Includes the dynamics of cumulus updrafts, downdrafts, and cold pools; long-lived rotating thunderstorms and attendant tornadogenesis; and mesoscale convective systems and their hazards. Also provides material on how convective processes are observed, numerically modeled, and theoretically treated. Concludes with how convective clouds/systems interact with the larger-scale atmosphere, especially in the context of climate variability and change. Prerequisite: ATMS 500 or equivalent, MATH 241 or equivalent, PHYS 211 or equivalent, or consent of the instructor. Restricted to graduate standing.","Prerequisite: ATMS 500 or equivalent, MATH 241 or equivalent, PHYS 211 or equivalent, or consent of the instructor.",,,,,
ATMS 517,ATMS,517,Data Science for the Geosciences,4 Hours,"Many petabytes of geosciences data have been observed and curated by NASA and NOAA in anticipation of new data science tools designed to yield insights and improve forecasts of Earth processes. Students will learn the fundamentals of data science using publicly available datasets toward the end of conducting novel research in the geosciences. Topics include data ethics, uncertainty, data curation and management, version control, cluster and cloud computing, introductory Unix and Python, and visualization. Same as GEOL 517. Prerequisite: Restricted to graduate standing or consent of instructor.",Prerequisite: Restricted to graduate standing or consent of instructor.,,,,,
ATMS 520,ATMS,520,Weather and Climate Phenomena and Hazards,4 Hours,"Focuses on understanding, predicting, and observing high-impact weather, including thunderstorms, tornadoes, hurricanes, blizzards, and their hazards and societal impacts. Students will be introduced to quantitative properties, principles, and observations of weather and climate, including: analyzing and interpreting meteorological observational and model data, applying thermodynamics to explain cloud and precipitation formation, and applying fundamentals of atmospheric dynamics to explore why air flows and rotation develops. Cannot be used to satisfy course requirements for on-campus MS and PHD programs in Atmospheric Sciences. Prerequisite: On-campus students must take ATMS 500. Restricted to graduate standing or consent of instructor.",Prerequisite: On-campus students must take ATMS 500.,,,,,
ATMS 521,ATMS,521,"Climate Analysis, Variability, and Prediction",4 Hours,"A graduate-level treatment of the analysis and prediction of the Earth's climate over subseasonal, seasonal, and decadal time scales. Following the preliminaries on how these scales are realized in climate observations, we will describe the drivers of the climate system across these scales. Modes of natural climate variability, which include El Nino/Southern Oscillation (ENSO), the North Atlantic Oscillation (NAO), and the Madden-Julian Oscillation (MJO), will then be described, as will the statistical techniques used to reveal them. Statistical prediction models based on multivariate regressions often incorporate index-representations of ENSO and other relevant variables. Accordingly, we will devote some time and exercises on methods in which these models are developed as well as tested. Dynamical models are also used for climate prediction, but require computational capability and relatively more thought in design and application. Thus, we will complete the course with a significant treatment of global models as well as regional models. Both models are based on the same basic set of equations, but typically have different applications. Model setup and implementation will be illustrated through practical exercises with open-source community global and regional models. Prerequisite: ATMS 517 and ATMS 520, or equivalent; or Permission of Instructor.","Prerequisite: ATMS 517 and ATMS 520, or equivalent; or Permission of Instructor.",,,,,
