course_code,subject,course_number,course_name,credits,description,prerequisites,credit_restrictions,gen_ed,total_students,total_sections,overall_gpa,catalog_text,source_url,catalog_year
HIST 209,HIST,209,World War II: A Global History,3 Hours,"Traces the political, military, social, and economic history of the Second World War. Key themes include the collapse of the Versailles system, the Interwar crisis of democracy, the rise of totalitarian regimes, the civilian experience of war, the intersection of ideology and violence, and the onset of the Nuclear Age. By the end of this course, students will have improved their ability to analyze primary sources and develop source-based historical arguments.",,,"Humanities - Hist & Phil
Cultural Studies - Western",,,,"[HIST 209 World War II: A Global History credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/HIST/209>)

Traces the political, military, social, and economic history of the Second World War. Key themes include the collapse of the Versailles system, the Interwar crisis of democracy, the rise of totalitarian regimes, the civilian experience of war, the intersection of ideology and violence, and the onset of the Nuclear Age. By the end of this course, students will have improved their ability to analyze primary sources and develop source-based historical arguments.
This course satisfies the General Education Criteria for:
Humanities - Hist & Phil
Cultural Studies - Western",https://catalog.illinois.edu/courses-of-instruction/hist/,2026–2027
HIST 211,HIST,211,History of Southern Africa,3 Hours,"Survey of major themes and events in Southern African history, with emphasis on the period after World War II: the inception and development of apartheid in South Africa, the growth of contests over African nationalism in the subcontinent, wars of liberation and the demise of white domination.",,,"Humanities - Hist & Phil
Cultural Studies - Non-West",,,,"[HIST 211 History of Southern Africa credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/HIST/211>)

Survey of major themes and events in Southern African history, with emphasis on the period after World War II: the inception and development of apartheid in South Africa, the growth of contests over African nationalism in the subcontinent, wars of liberation and the demise of white domination.
This course satisfies the General Education Criteria for:
Humanities - Hist & Phil
Cultural Studies - Non-West",https://catalog.illinois.edu/courses-of-instruction/hist/,2026–2027
HIST 212,HIST,212,History of Eastern Africa,3 Hours,"Introduction to the history of Eastern Africa from the nineteenth century to the present. Attention to the region's pre-colonial history and institutions is stressed, in order to understand both the transformations brought by European colonialism as well as its limits. The final weeks of the course will examine the differing political, economic, and religious trajectories of the new nation-states since independence in the 1960s.",,,"Humanities - Hist & Phil
Cultural Studies - Non-West",,,,"[HIST 212 History of Eastern Africa credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/HIST/212>)

Introduction to the history of Eastern Africa from the nineteenth century to the present. Attention to the region's pre-colonial history and institutions is stressed, in order to understand both the transformations brought by European colonialism as well as its limits. The final weeks of the course will examine the differing political, economic, and religious trajectories of the new nation-states since independence in the 1960s.
This course satisfies the General Education Criteria for:
Humanities - Hist & Phil
Cultural Studies - Non-West",https://catalog.illinois.edu/courses-of-instruction/hist/,2026–2027
HIST 213,HIST,213,African Muslim Societies,3 Hours,"Focuses on the history and historiography of Muslim societies in Africa. Investigates the dynamics of the spread of Islam in Africa, and explores differences in Islam in Africa from other areas of the Islamic world, with attention to the image in Western scholarship of Islam in Africa. Provides students with the knowledge and skills they need to understand this central phenomenon in modern world history. Same as AFST 213 and REL 215.",,,"Humanities - Hist & Phil
Cultural Studies - Non-West",,,,"[HIST 213 African Muslim Societies credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/HIST/213>)

Focuses on the history and historiography of Muslim societies in Africa. Investigates the dynamics of the spread of Islam in Africa, and explores differences in Islam in Africa from other areas of the Islamic world, with attention to the image in Western scholarship of Islam in Africa. Provides students with the knowledge and skills they need to understand this central phenomenon in modern world history. Same as [AFST 213](<https://catalog.illinois.edu/search/?P=AFST%20213>) and [REL 215](<https://catalog.illinois.edu/search/?P=REL%20215>).
This course satisfies the General Education Criteria for:
Humanities - Hist & Phil
Cultural Studies - Non-West",https://catalog.illinois.edu/courses-of-instruction/hist/,2026–2027
HIST 219,HIST,219,History of the Prison,3 Hours,Same as AFRO 221 and LA 221. See LA 221.,,,,,,,"[HIST 219 History of the Prison credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/HIST/219>)

Same as [AFRO 221](<https://catalog.illinois.edu/search/?P=AFRO%20221>) and [LA 221](<https://catalog.illinois.edu/search/?P=LA%20221>). See [LA 221](<https://catalog.illinois.edu/search/?P=LA%20221>).",https://catalog.illinois.edu/courses-of-instruction/hist/,2026–2027
HIST 220,HIST,220,Traditional China,3 Hours,"[IAI Code: H2903N and H4903N] Historical background to the modern age, tracing the Chinese state and empire from the earliest times until 1644 A.D. Basic political, social, and economic patterns; cultural, intellectual, and technological achievements; and China's impact on Asia and the world. Same as EALC 220.",,,"Humanities - Hist & Phil
Cultural Studies - Non-West",,,,"[HIST 220 Traditional China credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/HIST/220>)

[IAI Code: H2903N and H4903N] Historical background to the modern age, tracing the Chinese state and empire from the earliest times until 1644 A.D. Basic political, social, and economic patterns; cultural, intellectual, and technological achievements; and China's impact on Asia and the world. Same as [EALC 220](<https://catalog.illinois.edu/search/?P=EALC%20220>).
This course satisfies the General Education Criteria for:
Humanities - Hist & Phil
Cultural Studies - Non-West",https://catalog.illinois.edu/courses-of-instruction/hist/,2026–2027
HIST 221,HIST,221,Modern China,3 Hours,"General introduction to the major themes of the Chinese Revolution from 1840 to the present, emphasizing the interplay between politics, ideas, and culture. Themes include the tension between cultural integrity and Western ideologies, between democratic participation and the tradition of centralized control, and the representation of cultural identity in high and mass cultures. Same as EALC 221.",,,Cultural Studies - Non-West,,,,"[HIST 221 Modern China credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/HIST/221>)

General introduction to the major themes of the Chinese Revolution from 1840 to the present, emphasizing the interplay between politics, ideas, and culture. Themes include the tension between cultural integrity and Western ideologies, between democratic participation and the tradition of centralized control, and the representation of cultural identity in high and mass cultures. Same as [EALC 221](<https://catalog.illinois.edu/search/?P=EALC%20221>).
This course satisfies the General Education Criteria for:
Cultural Studies - Non-West",https://catalog.illinois.edu/courses-of-instruction/hist/,2026–2027
HIST 222,HIST,222,Chinese Thought and Culture,3 Hours,Same as EALC 222 and REL 224. See EALC 222.,,,"Humanities - Hist & Phil
Cultural Studies - Non-West",,,,"[HIST 222 Chinese Thought and Culture credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/HIST/222>)

Same as [EALC 222](<https://catalog.illinois.edu/search/?P=EALC%20222>) and [REL 224](<https://catalog.illinois.edu/search/?P=REL%20224>). See [EALC 222](<https://catalog.illinois.edu/search/?P=EALC%20222>).
This course satisfies the General Education Criteria for:
Humanities - Hist & Phil
Cultural Studies - Non-West",https://catalog.illinois.edu/courses-of-instruction/hist/,2026–2027
HIST 227,HIST,227,Modern Japanese History,3 Hours,"Introduction to the history of the Japanese people, their social and cultural systems, politics, and economy, from the mid-sixteenth century to the mid-twentieth century. Same as EALC 227.",,,"Humanities - Hist & Phil
Cultural Studies - Non-West",,,,"[HIST 227 Modern Japanese History credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/HIST/227>)

Introduction to the history of the Japanese people, their social and cultural systems, politics, and economy, from the mid-sixteenth century to the mid-twentieth century. Same as [EALC 227](<https://catalog.illinois.edu/search/?P=EALC%20227>).
This course satisfies the General Education Criteria for:
Humanities - Hist & Phil
Cultural Studies - Non-West",https://catalog.illinois.edu/courses-of-instruction/hist/,2026–2027
HIST 228,HIST,228,From Genghis Khan to the Taliban: War and Peace in Central Asia,3 Hours,"Traces the transformation of Central Asia from Genghis Khan’s thirteenth century conquests to the present, covering the territories of present-day Afghanistan, Kyrgyzstan, Tajikistan, Turkmenistan, Uzbekistan, and Xinjiang (Western China). We will explore nearly a thousand years of history, but the primary emphasis is on imperial schemes and transformations over the past 300 years. All readings are in English. No prior knowledge in Central Asian history is expected or required. Same as REES 228.",,,"Humanities - Hist & Phil
Cultural Studies - Non-West",,,,"[HIST 228 From Genghis Khan to the Taliban: War and Peace in Central Asia credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/HIST/228>)

Traces the transformation of Central Asia from Genghis Khan’s thirteenth century conquests to the present, covering the territories of present-day Afghanistan, Kyrgyzstan, Tajikistan, Turkmenistan, Uzbekistan, and Xinjiang (Western China). We will explore nearly a thousand years of history, but the primary emphasis is on imperial schemes and transformations over the past 300 years. All readings are in English. No prior knowledge in Central Asian history is expected or required. Same as [REES 228](<https://catalog.illinois.edu/search/?P=REES%20228>).
This course satisfies the General Education Criteria for:
Humanities - Hist & Phil
Cultural Studies - Non-West",https://catalog.illinois.edu/courses-of-instruction/hist/,2026–2027
HIST 236,HIST,236,Madness and Modern Society,3 Hours,"This course provides a broad overview of the development of the mind sciences in modern Europe from the beginning of state-regulated asylums to the advent of pharmaceutical treatment and care in the community. Using a combination of primary sources and secondary texts, we will examine how the diagnosis and treatment of ""madness"" in its many forms has been shaped through the interaction of social, political, economic, and cultural factors from roughly 1750 to the 1990s. Same as PSYC 236.",,,"Humanities - Hist & Phil
Cultural Studies - Western",,,,"[HIST 236 Madness and Modern Society credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/HIST/236>)

This course provides a broad overview of the development of the mind sciences in modern Europe from the beginning of state-regulated asylums to the advent of pharmaceutical treatment and care in the community. Using a combination of primary sources and secondary texts, we will examine how the diagnosis and treatment of ""madness"" in its many forms has been shaped through the interaction of social, political, economic, and cultural factors from roughly 1750 to the 1990s. Same as [PSYC 236](<https://catalog.illinois.edu/search/?P=PSYC%20236>).
This course satisfies the General Education Criteria for:
Humanities - Hist & Phil
Cultural Studies - Western",https://catalog.illinois.edu/courses-of-instruction/hist/,2026–2027
HIST 240,HIST,240,Ancient Greek Civilization,3 Hours,The history of ancient Greece and neighboring civilizations from the Archaic Period to the conquests of Alexander.,,,,,,,"[HIST 240 Ancient Greek Civilization credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/HIST/240>)

The history of ancient Greece and neighboring civilizations from the Archaic Period to the conquests of Alexander.",https://catalog.illinois.edu/courses-of-instruction/hist/,2026–2027
HIST 241,HIST,241,History of Ancient Rome,3 Hours,"Survey of the political, social, economic, military, institutional, religious and cultural development of Rome from 753 BCE until 480 CE.",,,"Humanities - Hist & Phil
Cultural Studies - Western",,,,"[HIST 241 History of Ancient Rome credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/HIST/241>)

Survey of the political, social, economic, military, institutional, religious and cultural development of Rome from 753 BCE until 480 CE.
This course satisfies the General Education Criteria for:
Humanities - Hist & Phil
Cultural Studies - Western",https://catalog.illinois.edu/courses-of-instruction/hist/,2026–2027
